,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
0,349.241195163,0.0256409688256,0.00143300921951,0.0114473593077,-0.00888832848206,0.00146504680971,881.425498142,0.0154551572567,-0.00994525956154,0.00297703682866,0.0177600350193,-0.00211192873039
1,369.308321503,0.0147512998736,0.0041217183897,-0.00429027067735,0.000804162530538,-0.0211454377579,542.267526022,0.0197184059593,-0.00621113528063,-0.00765071275341,0.000697995895172,-0.00299396792888
2,550.282691274,0.00479535542026,0.00646794947588,-0.00908591787497,-0.00855501014887,-0.000735449465333,436.055674705,0.0185329787838,0.00762984346903,-0.0148007691029,-0.0012482031237,0.00824960293182
3,201.638800312,0.00883246118586,-0.0023334188932,-0.00168124363929,-0.018760695924,-0.0162498407351,563.711869447,0.00385777350472,0.00382722351558,0.00561748397574,0.00552666356906,-0.012033403079
4,361.897325627,0.0134168602014,0.00438583021752,0.00113006174991,0.0164587592523,0.0214786839766,500.462375952,0.0172822336749,0.0168460887721,0.00131144143796,-0.0230173806646,-0.0199719455198
5,783.651752018,0.0103146559193,0.00147091253237,-0.00475346571131,0.00468093316607,0.0194156050483,220.072676829,0.00435600834056,-0.00538194677656,-0.0041652926082,-9.25940628174e-05,0.00694953184544
6,729.114607905,0.00838834487462,0.0126582758668,0.00924747912,0.00903036356724,-0.00169070178994,1028.93425346,0.00596881482184,-0.00658452637807,0.0138918718522,-0.0138361346263,-0.00684504716294
7,672.572798881,0.0181060872706,0.0100317226119,-0.00231643143214,0.0112783275689,0.0203088879413,894.482104502,0.0147157210772,0.00160765826539,0.00287412465669,-0.00493949246642,-0.00240264169686
8,783.113572406,0.0345404647211,-0.0098522193044,0.00848573901679,-0.0150915194297,-0.0201347933304,125.22552506,0.0110748596068,-0.00250226425488,0.00640774762948,0.0110464862441,0.00566085433837
9,588.993564322,0.0182960288871,0.0108120074427,-0.0166858836576,0.0199752528081,0.0106126968312,186.831625792,0.0140061191489,0.00738505697619,-0.00886155454299,-0.0076140587354,0.0137798376699
10,410.625075356,0.0157858429128,-0.00806306872067,-0.00816504467752,0.00434575681588,-0.00921626351656,698.569872539,0.0199140922205,-0.000179869759732,0.0106478720072,-0.00858685549449,0.0181806133666
11,1044.97184781,0.0232854354021,0.0151360154298,0.00222391636092,-0.0175719523364,0.00971377950071,339.014880296,0.0178583689097,-0.00415362871346,-0.00369682526441,-0.0139629263126,0.00405307265961
12,816.130035411,0.0174284441315,-0.000450253258355,-0.00487905751354,-0.00571054758198,-0.00744255904044,298.392701116,0.00064409936914,0.00363821625024,0.0200082672642,-0.00434255161917,0.00732093215583
13,527.184400118,0.0243786159072,0.00373358144251,-0.00760155687451,0.00822754850231,0.00781226752215,356.386171428,0.00776014864458,-0.0198085914948,-0.0015910401461,0.000901843791941,-0.00648119858874
14,796.90749714,0.0138382265884,-0.00687436754235,-0.00652010756588,0.0104546511264,-0.00893066421871,603.245470726,0.0173384332088,0.00380631915194,0.0148097768433,-0.00321762696266,0.00552426159129
15,1304.22380133,0.0252309706596,0.00245308351774,0.0049303043655,0.00141687483932,-0.00288080144674,947.531384154,0.0120934208261,0.00144498173673,-0.0132560323562,0.0110973044541,-0.00916685135235
16,687.521878621,0.0113850627641,-0.00676958440889,-0.00521421408107,-0.00259122278927,0.00671069656719,123.66909175,0.0152621004445,0.00116197088085,-0.0216971982969,-0.00668698016633,-0.00740048457586
17,507.835168403,0.00869024413147,0.00400341551255,-0.00966646831467,0.0114273055776,-0.00579706759848,140.848653239,0.0169656189934,0.00471782766568,0.00239527056588,0.00871043552672,0.000184221206403
18,449.036004442,0.0150620900205,-0.00184050182195,-0.00310325674492,-0.00433047171451,0.00995448488479,786.045791587,0.0150684083483,-0.0016848630843,-0.000248766739977,-0.0137932057463,0.00538775291782
19,891.190777995,0.00120024368749,0.00268352072567,-0.00602742906743,0.011555948404,0.00942064365992,303.640477168,0.00810425327854,-0.00323732170479,0.00332110951777,-0.0125803806839,-0.00804960974
