,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
$\bar\mu$,0.0,0.0,0.0,0.0,0.00516680250182,0.000170031319791,0.0,0.0,0.0,0.0,0.0150409232974,-4.04645835889e-05
$\sigma$,0.0,0.0,0.0,0.0,0.0373793824509,0.0100978255425,0.0,0.0,0.0,0.0,0.0379536697246,0.0152145884682
$\sigma_{\mu}$,0.0,0.0,0.0,0.0,0.00835828401172,0.0022579424338,0.0,0.0,0.0,0.0,0.00848669854998,0.00340208540646
