,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
0,0.0,0.0,0.0,0.0,0.0177404622957,0.00950144174824,0.0,0.0,0.0,0.0,0.0311248506775,-0.0202449443371
1,0.0,0.0,0.0,0.0,-0.000299087592285,0.00708070024163,0.0,0.0,0.0,0.0,0.0257689546118,-0.0128634958949
2,0.0,0.0,0.0,0.0,0.0237786182437,-0.0143396016578,0.0,0.0,0.0,0.0,0.000348673799436,0.0215175889706
3,0.0,0.0,0.0,0.0,0.00761734380596,0.00383149344596,0.0,0.0,0.0,0.0,0.0323573494062,-0.0160179666938
4,0.0,0.0,0.0,0.0,0.025326862372,0.00569111230273,0.0,0.0,0.0,0.0,0.00998722253756,0.00581965015912
5,0.0,0.0,0.0,0.0,-0.0317479240916,-0.00979461065025,0.0,0.0,0.0,0.0,-0.0078715601038,0.0117360400744
6,0.0,0.0,0.0,0.0,-0.0284767774056,0.0167335907177,0.0,0.0,0.0,0.0,-0.029911457149,-0.010025580973
7,0.0,0.0,0.0,0.0,-0.0112518897065,0.00382581886685,0.0,0.0,0.0,0.0,-0.00243257892383,-0.0145628351457
8,0.0,0.0,0.0,0.0,0.0348677940336,-0.00588176880123,0.0,0.0,0.0,0.0,0.023729775238,0.0107637237123
9,0.0,0.0,0.0,0.0,-0.0571801490316,-0.00315020263968,0.0,0.0,0.0,0.0,-0.0268799064988,0.0184643403541
10,0.0,0.0,0.0,0.0,-0.0383098234652,-0.0166606238053,0.0,0.0,0.0,0.0,-0.0286806060984,0.0173954468633
11,0.0,0.0,0.0,0.0,-0.00624949831823,0.0170135656047,0.0,0.0,0.0,0.0,0.0111659017626,0.0128636622595
12,0.0,0.0,0.0,0.0,-0.00218585584047,-0.0018047105979,0.0,0.0,0.0,0.0,0.0138591769485,0.00402677483881
13,0.0,0.0,0.0,0.0,0.0546094690107,0.0126840290797,0.0,0.0,0.0,0.0,0.0866327704015,0.0136053659727
14,0.0,0.0,0.0,0.0,0.00408181875612,-0.0148805820747,0.0,0.0,0.0,0.0,0.00950878857184,-0.0128692689803
15,0.0,0.0,0.0,0.0,-0.0675470314583,0.0118233610226,0.0,0.0,0.0,0.0,-0.0685690872406,-0.0200867579269
16,0.0,0.0,0.0,0.0,0.028540098647,-0.00903027763567,0.0,0.0,0.0,0.0,0.0345445754881,-0.0123790937595
17,0.0,0.0,0.0,0.0,0.0638807884813,-0.00334743173997,0.0,0.0,0.0,0.0,0.0800723716639,0.0205673336301
18,0.0,0.0,0.0,0.0,0.0804162933931,-0.00508763364952,0.0,0.0,0.0,0.0,0.081667433551,-0.0235352360601
19,0.0,0.0,0.0,0.0,0.00572453790717,-0.00080704338225,0.0,0.0,0.0,0.0,0.0243958173045,0.00501596126447
