,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
0,25235.9994227,1.0185241237,0.000135634435558,0.00830120937508,-0.981440234259,0.102910451333,24863.3654847,1.01106402122,0.00224885538187,-0.00642243582822,0.817040893277,-0.0811900009126
1,25633.813416,0.997179940633,0.00544053969667,0.00658054752371,-0.949524766889,0.0988440748929,25546.7446569,1.02429392089,-0.00933772785396,-7.87004718993e-05,0.824915579445,0.0478197087779
2,25352.3921988,1.01743346581,-0.00243602338409,-0.0011307331788,-0.861293882931,0.0685711032125,25723.7641148,1.02401022038,-0.00278249197393,-0.00211376168849,0.930265180009,0.0637053051237
3,25647.5369601,1.00141033306,-0.00400698118283,0.0102213492386,-0.860962586818,0.00453436230538,25873.485293,1.02218507765,0.0125488794699,0.00376938767593,0.80281264269,0.0996397975245
4,25208.8509223,1.0150052399,-0.0167441407085,0.000766873161601,-0.976849571107,-0.070075953923,24777.5739445,1.01194611284,0.0136455638579,-0.0145031433774,0.884570209909,-0.100386962533
5,25144.6349198,1.00564964702,-0.00256815586405,0.0100386632958,-0.993786504779,-0.0762929540603,25646.8067908,1.01521343007,-0.00342184570827,-0.00875982156658,0.914271978572,-0.0660795460864
6,25757.895739,1.0211929532,-0.00166899925676,-0.00447756485252,-0.864997009265,-0.0531018492489,25419.0072126,1.01107282249,0.0125798401566,0.00949352516861,0.947375055474,0.0954173119776
7,25646.3068698,1.01667365223,-0.00733771120287,0.0115525756768,-0.949589594531,-0.0746194670445,25229.8464852,1.00588463292,-0.00758588079558,0.0127954175408,0.838486696107,0.108158073036
8,25395.683877,1.00444119164,0.006529851282,0.0121428749703,-0.851650884143,0.0339498278556,25510.1312257,1.01899715723,-0.00115685970713,0.00641797688997,0.90907448262,0.082573157604
9,25498.0240392,1.02227618174,0.00290221102398,0.0186427828014,-0.862833989559,-0.0643775212966,25622.8477809,1.02391447226,-0.00126085041264,-0.0108406710062,0.9124931222,-0.099862954299
10,25298.1637918,1.01049329103,-0.0042628391352,-0.00248776035113,-0.89414705501,0.0470221210577,25858.9733797,1.01054704881,0.00798935097576,-0.00633581844142,0.94559241191,-0.0522840384872
11,25744.9079124,1.01885707755,0.01124857279,0.00486884695722,-1.00381468732,-0.00293062987585,25587.3036586,1.00736310563,0.0102312206363,0.00671707720245,0.909850173266,0.0513557161516
12,25625.8083924,1.01549545085,0.0041432960634,0.0241236817732,-0.822588149335,-0.0186352402012,25769.652238,1.01385261342,-0.000928551840092,0.00178075013598,0.85285023017,-0.0797499299241
13,26224.9787624,1.01930083261,0.000306631673767,0.0185743327052,-0.969513138371,0.0915492936376,25657.1555988,1.0051250386,0.00109568612867,-0.0186566158523,1.00843352799,-0.0923142631016
14,25373.7632211,1.0164487199,0.0170082255285,-0.00857131898211,-0.821783645143,0.044526432352,25279.1081068,1.01162988062,0.00450193439521,-0.00269151876281,0.989897012209,-0.034445309188
15,25401.167774,1.02200258658,0.010709426473,0.0050210784707,-0.809426434363,0.0235640664873,25693.3294052,1.01258622143,-0.00618743391996,-0.00696912889645,0.915120063868,0.0971872730018
16,25905.6526804,1.0323235607,-0.00379493996076,0.00449772146146,-0.8325991991,-0.0842457113672,25203.6696772,1.01491429157,0.0184338473259,-0.00332319304212,0.863361668503,0.0678207031689
17,25680.8554148,1.00435010631,0.000132830860872,0.00818396644298,-0.813168728805,-0.0691372055765,25716.7615629,1.01833281629,0.00806333280258,-0.0114770887456,0.900938138332,0.0223656308254
18,25566.4490513,1.01794267776,0.00448399393515,0.00195179381384,-0.920813169874,0.0389230617347,25562.0383951,1.00887093805,0.0127240797766,0.0121748418397,0.986101869594,-0.0464156223403
19,25314.5771602,1.0341036545,0.00649538218923,0.0125858891393,-0.837132185373,-0.0633209230054,25166.8137403,1.00220963261,-0.00245439108012,-0.00673124673747,0.965981908062,0.0845413099681
