,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
0,25000.0,1.0,0.0,0.0,-0.913671564821,0.0349239288512,25000.0,1.0,0.0,0.0,0.95618746508,-0.0338032673413
1,25000.0,1.0,0.0,0.0,-1.04775533775,-0.0670733192201,25000.0,1.0,0.0,0.0,1.04100957773,-0.0193186034529
2,25000.0,1.0,0.0,0.0,-1.01863928506,-0.0888194836623,25000.0,1.0,0.0,0.0,1.02326034002,0.0181501209705
3,25000.0,1.0,0.0,0.0,-0.877928163475,-0.0029412905479,25000.0,1.0,0.0,0.0,1.02896916963,-0.0864023262468
4,25000.0,1.0,0.0,0.0,-0.86537278359,-0.0194986537858,25000.0,1.0,0.0,0.0,1.02398618371,0.0111899287784
5,25000.0,1.0,0.0,0.0,-1.07909321381,0.0583035806655,25000.0,1.0,0.0,0.0,1.0966125074,-0.0447296194288
6,25000.0,1.0,0.0,0.0,-0.929913092728,0.022787393838,25000.0,1.0,0.0,0.0,0.988159600753,0.101198060968
7,25000.0,1.0,0.0,0.0,-1.00635474638,0.0121020734868,25000.0,1.0,0.0,0.0,1.09415011488,0.0782629434672
8,25000.0,1.0,0.0,0.0,-0.901975206799,0.107002616444,25000.0,1.0,0.0,0.0,0.950286260471,-0.113977972649
9,25000.0,1.0,0.0,0.0,-0.837187840273,0.0418394590741,25000.0,1.0,0.0,0.0,1.16766584294,-0.0445501336122
10,25000.0,1.0,0.0,0.0,-1.07256070529,0.0216710022638,25000.0,1.0,0.0,0.0,0.893707560582,0.0551686844895
11,25000.0,1.0,0.0,0.0,-1.03303509041,-0.120029944537,25000.0,1.0,0.0,0.0,0.91994683421,0.107595388335
12,25000.0,1.0,0.0,0.0,-0.914883231755,-0.0355280783857,25000.0,1.0,0.0,0.0,1.06543535013,0.0144176327035
13,25000.0,1.0,0.0,0.0,-1.12911202797,-0.00651305107749,25000.0,1.0,0.0,0.0,0.85686542552,0.0828185015798
14,25000.0,1.0,0.0,0.0,-1.0955316096,-0.0964909960604,25000.0,1.0,0.0,0.0,1.04024823567,0.078402648277
15,25000.0,1.0,0.0,0.0,-1.0144997284,-0.0230285253358,25000.0,1.0,0.0,0.0,0.976145267862,0.0168328052392
16,25000.0,1.0,0.0,0.0,-1.07825384032,0.00884041507599,25000.0,1.0,0.0,0.0,0.955975805984,0.0423100103816
17,25000.0,1.0,0.0,0.0,-0.998405440033,0.0203613611733,25000.0,1.0,0.0,0.0,1.06682949224,0.0482975533173
18,25000.0,1.0,0.0,0.0,-1.10006996139,-0.0646515895923,25000.0,1.0,0.0,0.0,0.808031861337,-0.0406679430344
19,25000.0,1.0,0.0,0.0,-1.10782025756,-0.111505656831,25000.0,1.0,0.0,0.0,0.905474183749,-0.0301801499806
