,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
$\bar\mu$,25000.0,1.0,0.0,0.0,-0.670795927082,0.0231742387687,25000.0,1.0,0.0,0.0,0.724055579672,-0.00302191905859
$\sigma$,0.0,0.0,0.0,0.0,0.254678715535,0.0847495857582,0.0,0.0,0.0,0.0,0.267017093464,0.0571639892325
$\sigma_{\mu}$,0.0,0.0,0.0,0.0,0.0569478920358,0.018950583482,0.0,0.0,0.0,0.0,0.0597068372141,0.0127822565789
